iter	Logloss
1512	0.2176392437
1513	0.2176286145
1514	0.2176277345
1515	0.2176153054
1516	0.2176036173
1517	0.2175888791
1518	0.2175765155
1519	0.2175636737
1520	0.2175565121
1521	0.2175449131
1522	0.2174985459
1523	0.2174898045
1524	0.2174713274
1525	0.2174579512
1526	0.2174339187
1527	0.2174064006
1528	0.2173954102
1529	0.2173798577
1530	0.2173557941
1531	0.21734343
1532	0.2173297422
1533	0.2173153461
1534	0.2173006873
1535	0.2172921833
1536	0.2172804385
1537	0.2172729856
1538	0.2172589125
1539	0.217244357
1540	0.217228207
1541	0.2172175243
1542	0.217208259
1543	0.2171973624
1544	0.2171874548
1545	0.21717384
1546	0.2171633845
1547	0.2171327733
1548	0.2171129848
1549	0.2171035748
1550	0.2170887896
1551	0.2170703835
1552	0.2170628563
1553	0.217055266
1554	0.2170447478
1555	0.217035092
1556	0.2170218008
1557	0.2170069242
1558	0.2169984395
1559	0.2169764251
1560	0.2169633899
1561	0.2169523206
1562	0.2169400758
1563	0.2169268575
1564	0.2169157382
1565	0.216897056
1566	0.2168874264
1567	0.2168777874
1568	0.2168663514
1569	0.2168568593
1570	0.2168430196
1571	0.2168243576
1572	0.2168178141
1573	0.2167835485
1574	0.2167729668
1575	0.2167553497
1576	0.2167493961
1577	0.216738745
1578	0.2167285231
1579	0.2167105404
1580	0.2166976248
1581	0.2166860133
1582	0.2166714171
1583	0.2166620659
1584	0.2166512727
1585	0.2166400601
1586	0.2166180907
1587	0.2166034263
1588	0.2165960037
1589	0.2165869935
1590	0.2165712144
1591	0.2165596228
1592	0.2165463375
1593	0.2165327769
1594	0.2165229479
1595	0.2165076328
1596	0.2164970506
1597	0.2164863753
1598	0.2164738307
1599	0.2164722519
1600	0.2164651623
1601	0.2164555135
1602	0.2164481558
1603	0.2164454046
1604	0.2164386253
1605	0.2164290526
1606	0.2164138122
1607	0.2164026124
1608	0.2163950025
1609	0.2163830927
1610	0.2163732932
1611	0.2163622613
1612	0.2163511243
1613	0.2163442181
1614	0.2163307694
1615	0.2163146837
1616	0.2163010057
1617	0.2162910456
1618	0.2162822149
1619	0.216270572
1620	0.216249966
1621	0.2162144513
1622	0.2162020246
1623	0.2161887262
1624	0.2161726316
1625	0.2161628738
1626	0.2161520668
1627	0.2161371496
1628	0.2161261955
1629	0.2161190283
1630	0.2160536124
1631	0.2160449907
1632	0.2160343182
1633	0.2160241926
1634	0.2160095997
1635	0.2159989328
1636	0.2159813429
1637	0.2159687662
1638	0.2159602487
1639	0.2159482747
1640	0.2159369485
1641	0.2159238912
1642	0.2159171165
1643	0.2159054476
1644	0.215896787
1645	0.2158888633
1646	0.215882183
1647	0.2158711485
1648	0.215859034
1649	0.2158484145
1650	0.2158186291
1651	0.2157949832
1652	0.2157822864
1653	0.2157567415
1654	0.2157494321
1655	0.2157386911
1656	0.2157272972
1657	0.2157137959
1658	0.2156903536
1659	0.2156780663
1660	0.215668836
1661	0.2156599831
1662	0.2156403384
1663	0.2156271037
1664	0.2156073696
1665	0.2155879929
1666	0.2155829798
1667	0.2155692015
1668	0.2155558755
1669	0.2155422685
1670	0.2155328095
1671	0.215526037
1672	0.2154855924
1673	0.2154738602
1674	0.2154632025
1675	0.2154491461
1676	0.2154340849
1677	0.2154242193
1678	0.2154160885
1679	0.2153993154
1680	0.2153829364
1681	0.2153696491
1682	0.2153565112
1683	0.2153420482
1684	0.2153319057
1685	0.215321301
1686	0.2153032708
1687	0.2152889166
1688	0.2152810328
1689	0.2152659972
1690	0.2152570155
1691	0.2152448976
1692	0.2152367352
1693	0.2152249097
1694	0.2152148846
1695	0.2151986869
1696	0.2151859358
1697	0.2151667569
1698	0.2151585579
1699	0.2151569223
1700	0.2151506887
1701	0.2151476311
1702	0.2151358804
1703	0.2151318258
1704	0.2151168297
1705	0.2151084043
1706	0.2150979678
1707	0.2150868231
1708	0.2150803379
1709	0.2150629608
1710	0.2150491192
1711	0.2150370085
1712	0.2150239294
1713	0.2150108437
1714	0.2149991748
1715	0.214989745
1716	0.2149801821
1717	0.2149701983
1718	0.2149560323
1719	0.2149350219
1720	0.2149257838
1721	0.2149155423
1722	0.2149044922
1723	0.214894411
1724	0.2148718016
1725	0.2148539457
1726	0.2148369046
1727	0.2148247183
1728	0.2148206611
1729	0.214812396
1730	0.2148033529
1731	0.2147805854
1732	0.2147658149
1733	0.2147552189
1734	0.2147459247
1735	0.2147342863
1736	0.2147233494
1737	0.2147090872
1738	0.2146958974
1739	0.2146850867
1740	0.2146694244
1741	0.2146600304
1742	0.2146487004
1743	0.2146344827
1744	0.2146247381
1745	0.2146115561
1746	0.2146037577
1747	0.2145916081
1748	0.2145806942
1749	0.2145690112
1750	0.2145425369
1751	0.2145325009
1752	0.2145121389
1753	0.2144955841
1754	0.2144847623
1755	0.2144669377
1756	0.214458144
1757	0.2144493595
1758	0.2144333799
1759	0.2144186519
1760	0.2144062733
1761	0.2143969054
1762	0.2143848626
1763	0.2143735259
1764	0.2143654038
1765	0.2143557521
1766	0.2143287841
1767	0.2143200016
1768	0.2143066024
1769	0.2142981593
1770	0.2142922248
1771	0.214259951
1772	0.214250592
1773	0.2142355748
1774	0.2142332689
1775	0.2142253648
1776	0.2142163877
1777	0.2142046547
1778	0.2141897475
1779	0.21417842
1780	0.2141665783
1781	0.2141504172
1782	0.2141337588
1783	0.2141234212
1784	0.2140998245
1785	0.2140888276
1786	0.214079867
1787	0.2140677384
1788	0.2140567189
1789	0.2140391624
1790	0.2140252028
1791	0.2140142304
1792	0.2140053043
1793	0.21399757
1794	0.2139862746
1795	0.2139730657
1796	0.2139612898
1797	0.2139439203
1798	0.2139340803
1799	0.2139224579
1800	0.2139166859
1801	0.2138976944
1802	0.213890473
1803	0.2138793516
1804	0.2138695057
1805	0.2138589111
1806	0.2138537666
1807	0.2138429352
1808	0.2138281274
1809	0.213818638
1810	0.2138082392
1811	0.213802606
1812	0.2137939992
1813	0.2137850886
1814	0.2137764636
1815	0.2137711667
1816	0.2137628131
1817	0.2137539307
1818	0.2137490542
1819	0.2137405903
1820	0.2137372863
1821	0.2137246529
1822	0.2137178454
1823	0.2137082685
1824	0.2137046718
1825	0.2136956769
1826	0.2136708856
1827	0.2136505272
1828	0.2136414713
1829	0.213629845
1830	0.2136182074
1831	0.2136048632
1832	0.213595958
1833	0.2135898466
1834	0.2135815334
1835	0.2135709183
1836	0.2135632022
1837	0.213549639
1838	0.2135414741
1839	0.213532654
1840	0.2135225954
1841	0.2134876252
1842	0.2134787676
1843	0.2134597639
1844	0.2134492766
1845	0.213434137
1846	0.2134083534
1847	0.2133981485
1848	0.2133812993
1849	0.2133724305
1850	0.2133606623
1851	0.2133521968
1852	0.2133440924
1853	0.2133359901
1854	0.2133244168
1855	0.2133188569
1856	0.2133107978
1857	0.2132971994
1858	0.2132877051
1859	0.2132784918
1860	0.2132649235
1861	0.213253983
1862	0.2132437409
1863	0.213237143
1864	0.2132195221
1865	0.2132055086
1866	0.21319401
1867	0.2131846423
1868	0.2131791142
1869	0.2131699825
1870	0.2131621492
1871	0.2131545706
1872	0.2131433638
1873	0.2131337513
1874	0.2131221646
1875	0.2131086636
1876	0.2131000461
1877	0.2130932525
1878	0.2130840924
1879	0.2130625156
1880	0.2130433652
1881	0.2130340437
1882	0.2130192272
1883	0.2130085345
1884	0.2129944424
1885	0.212988919
1886	0.2129760308
1887	0.2129658066
1888	0.2129562846
1889	0.2129435304
1890	0.2129362268
1891	0.212927268
1892	0.2129153977
1893	0.2128990215
1894	0.2128867733
1895	0.2128830038
1896	0.2128725522
1897	0.2128569227
1898	0.2128451531
1899	0.212823305
1900	0.2128150154
1901	0.2128041524
1902	0.2127838458
1903	0.2127702294
1904	0.2127539069
1905	0.2127460291
1906	0.2127337026
1907	0.2127257161
1908	0.2127127791
1909	0.2127034495
1910	0.2126981728
1911	0.2126885863
1912	0.212673179
1913	0.2126552916
1914	0.2126398847
1915	0.2126314281
1916	0.2126235104
1917	0.2126115755
1918	0.21260168
1919	0.2125872239
1920	0.2125872061
1921	0.212578783
1922	0.2125693622
1923	0.2125614327
1924	0.2125510117
1925	0.2125407007
1926	0.2125284039
1927	0.2125159999
1928	0.2125136764
1929	0.2125030365
1930	0.2124911466
1931	0.2124832693
1932	0.2124698108
1933	0.2124462231
1934	0.2124373277
1935	0.212418616
1936	0.2124107562
1937	0.212399255
1938	0.2123881076
1939	0.2123803581
1940	0.2123706904
1941	0.2123582574
1942	0.2123433873
1943	0.2123339418
1944	0.2123249856
1945	0.2123103942
1946	0.2123013369
1947	0.2122900562
1948	0.2122822222
1949	0.2122725386
1950	0.2122607381
1951	0.2122494114
1952	0.2122428734
1953	0.2122323808
1954	0.2122277753
1955	0.2122236127
1956	0.2122199642
1957	0.2122096682
1958	0.21219971
1959	0.2121886395
1960	0.2121686141
1961	0.2121601241
1962	0.2121512541
1963	0.2121421193
1964	0.2121304762
1965	0.2121207426
1966	0.2121070844
1967	0.2120966589
1968	0.2120833099
1969	0.2120746838
1970	0.2120728042
1971	0.2120621868
1972	0.2120501831
1973	0.2120383253
1974	0.2120269936
1975	0.2120168206
1976	0.2119944253
1977	0.211982486
1978	0.2119700244
1979	0.2119579563
1980	0.2119462837
1981	0.2119418064
1982	0.2119332875
1983	0.2119233182
1984	0.2119116908
1985	0.2119063634
1986	0.2118923307
1987	0.2118831337
1988	0.2118736928
1989	0.2118592026
1990	0.2118486747
1991	0.2118377138
1992	0.211823397
1993	0.2118154202
1994	0.2118067205
1995	0.2118025952
1996	0.2117931108
1997	0.2117892936
1998	0.2117785124
1999	0.2117691082
